epoch,metric,value
1781244636.979,humidity_pct,85.02
1781244636.979,co2_ppm,936.2
1781244636.979,vpd_kpa,0.3751
1781244636.980,temperature_c,21.23
1781244636.980,humidity_pct,84.72
1781244636.980,co2_ppm,937.4
1781244636.980,vpd_kpa,0.3854
1781244643.114,dew_point_c,18.62
1781244643.114,fruiting_score,94.7
1781244654.184,temperature_c,21.05
1781244654.184,humidity_pct,85.0
1781244654.184,co2_ppm,941.7
1781244654.184,vpd_kpa,0.3742
1781244654.184,temperature_c,21.2
1781244654.184,humidity_pct,85.35
1781244654.184,co2_ppm,953.8
1781244654.184,vpd_kpa,0.3688
1781244660.301,dew_point_c,18.49
1781244660.301,fruiting_score,94.1
1781244671.385,temperature_c,21.53
1781244671.385,humidity_pct,84.2
1781244671.385,co2_ppm,953.1
1781244671.385,vpd_kpa,0.4058
1781244671.385,temperature_c,21.33
1781244671.385,humidity_pct,85.35
1781244671.385,co2_ppm,959.2
1781244671.385,vpd_kpa,0.3717
1781244677.489,dew_point_c,18.43
1781244677.489,fruiting_score,93.8
1781244688.561,temperature_c,20.84
1781244688.561,humidity_pct,84.7
1781244688.561,co2_ppm,968.5
1781244688.561,vpd_kpa,0.3769
1781244688.561,temperature_c,20.96
1781244688.561,humidity_pct,84.8
1781244688.561,co2_ppm,971.5
1781244688.561,vpd_kpa,0.3771
1781244694.677,dew_point_c,18.75
1781244694.677,fruiting_score,92.7
1781244705.748,temperature_c,20.91
1781244705.748,humidity_pct,84.17
1781244705.748,co2_ppm,990.7
1781244705.748,vpd_kpa,0.3916
1781244705.748,temperature_c,21.38
1781244705.748,humidity_pct,84.81
1781244705.748,co2_ppm,983.5
1781244705.748,vpd_kpa,0.3866
1781244711.863,dew_point_c,18.17
1781244711.863,fruiting_score,92.3
1781244722.936,temperature_c,21.21
1781244722.936,humidity_pct,83.8
1781244722.936,co2_ppm,997.1
1781244722.936,vpd_kpa,0.4083
1781244722.936,temperature_c,21.37
1781244722.936,humidity_pct,83.88
1781244722.936,co2_ppm,997.2
1781244722.936,vpd_kpa,0.4101
1781244729.036,dew_point_c,18.14
1781244729.036,fruiting_score,90.9
1781244740.101,temperature_c,21.08
1781244740.101,humidity_pct,84.02
1781244740.101,co2_ppm,692.1
1781244740.101,vpd_kpa,0.3994
1781244740.101,temperature_c,21.1
1781244740.101,humidity_pct,85.01
1781244740.101,co2_ppm,1018.6
1781244740.101,vpd_kpa,0.3752
1781244746.222,dew_point_c,18.36
1781244746.222,fruiting_score,90.2
1781244757.289,temperature_c,21.22
1781244757.289,humidity_pct,84.24
1781244757.289,co2_ppm,703.4
1781244757.289,vpd_kpa,0.3972
1781244757.289,temperature_c,21.37
1781244757.289,humidity_pct,84.97
1781244757.289,co2_ppm,1031.7
1781244757.289,vpd_kpa,0.3825
1781244763.405,dew_point_c,18.27
1781244763.405,fruiting_score,98.0
1781244774.483,temperature_c,21.04
1781244774.483,humidity_pct,84.14
1781244774.483,co2_ppm,719.8
1781244774.483,vpd_kpa,0.3954
1781244774.483,temperature_c,21.43
1781244774.483,humidity_pct,85.13
1781244774.483,co2_ppm,1055.3
1781244774.483,vpd_kpa,0.3797
1781244780.591,dew_point_c,18.45
1781244780.591,fruiting_score,98.4
1781244791.662,temperature_c,21.07
1781244791.662,humidity_pct,84.36
1781244791.662,co2_ppm,724.9
1781244791.662,vpd_kpa,0.3905
1781244791.662,temperature_c,21.15
1781244791.662,humidity_pct,84.8
1781244791.662,co2_ppm,1078.4
1781244791.662,vpd_kpa,0.3814
1781244797.784,dew_point_c,18.26
1781244797.784,fruiting_score,98.1
1781244808.858,temperature_c,21.1
1781244808.858,humidity_pct,85.28
1781244808.858,co2_ppm,748.0
1781244808.858,vpd_kpa,0.3682
1781244808.858,temperature_c,21.38
1781244808.858,humidity_pct,84.24
1781244808.858,co2_ppm,1096.8
1781244808.858,vpd_kpa,0.4012
1781244814.979,dew_point_c,18.33
1781244814.979,fruiting_score,98.4
1781244826.050,temperature_c,21.04
1781244826.050,humidity_pct,84.83
1781244826.050,co2_ppm,772.8
1781244826.050,vpd_kpa,0.3781
1781244826.050,temperature_c,20.91
1781244826.050,humidity_pct,83.82
1781244826.050,co2_ppm,1112.0
1781244826.050,vpd_kpa,0.4001
1781244832.145,dew_point_c,18.53
1781244832.145,fruiting_score,98.9
1781244843.222,temperature_c,21.23
1781244843.222,humidity_pct,85.11
1781244843.222,co2_ppm,796.0
1781244843.222,vpd_kpa,0.3757
1781244843.222,temperature_c,21.22
1781244843.222,humidity_pct,85.33
1781244843.222,co2_ppm,1134.2
1781244843.222,vpd_kpa,0.3696
1781244849.342,dew_point_c,18.39
1781244849.342,fruiting_score,98.9
1781244860.413,temperature_c,21.13
1781244860.413,humidity_pct,83.57
1781244860.413,co2_ppm,815.6
1781244860.413,vpd_kpa,0.412
1781244860.413,temperature_c,21.2
1781244860.413,humidity_pct,84.39
1781244860.413,co2_ppm,1146.5
1781244860.413,vpd_kpa,0.3929
1781244866.557,dew_point_c,18.63
1781244866.557,fruiting_score,99.2
1781244877.630,temperature_c,21.19
1781244877.630,humidity_pct,83.16
1781244877.630,co2_ppm,828.2
1781244877.630,vpd_kpa,0.4238
1781244877.630,temperature_c,21.13
1781244877.630,humidity_pct,85.4
1781244877.630,co2_ppm,1156.4
1781244877.630,vpd_kpa,0.366
1781244883.850,dew_point_c,18.24
1781244883.851,fruiting_score,96.6
1781244894.995,temperature_c,21.32
1781244894.995,humidity_pct,84.52
1781244894.995,co2_ppm,839.9
1781244894.995,vpd_kpa,0.3926
1781244894.995,temperature_c,21.07
1781244894.995,humidity_pct,85.22
1781244894.995,co2_ppm,1173.7
1781244894.995,vpd_kpa,0.3691
1781244901.095,dew_point_c,18.22
1781244901.095,fruiting_score,95.3
1781244912.156,temperature_c,21.21
1781244912.156,humidity_pct,85.43
1781244912.156,co2_ppm,859.3
1781244912.156,vpd_kpa,0.367
1781244912.156,temperature_c,20.96
1781244912.156,humidity_pct,84.99
1781244912.156,co2_ppm,1190.8
1781244912.156,vpd_kpa,0.3723
1781244918.271,dew_point_c,18.6
1781244918.271,fruiting_score,97.3
1781244929.344,temperature_c,21.17
1781244929.344,humidity_pct,83.99
1781244929.344,co2_ppm,872.0
1781244929.344,vpd_kpa,0.4024
1781244929.344,temperature_c,21.27
1781244929.344,humidity_pct,83.72
1781244929.344,co2_ppm,1211.0
1781244929.344,vpd_kpa,0.4115
1781244935.450,dew_point_c,18.67
1781244935.450,fruiting_score,96.7
1781244946.524,temperature_c,21.18
1781244946.524,humidity_pct,85.59
1781244946.524,co2_ppm,888.6
1781244946.524,vpd_kpa,0.3623
1781244946.524,temperature_c,21.28
1781244946.524,humidity_pct,84.66
1781244946.524,co2_ppm,1220.2
1781244946.524,vpd_kpa,0.388
1781244952.645,dew_point_c,18.36
1781244952.645,fruiting_score,95.3
1781244963.705,temperature_c,21.33
1781244963.705,humidity_pct,83.51
1781244963.705,co2_ppm,903.9
1781244963.705,vpd_kpa,0.4185
1781244963.705,temperature_c,21.45
1781244963.705,humidity_pct,85.06
1781244963.705,co2_ppm,1239.9
1781244963.705,vpd_kpa,0.382
1781244969.821,dew_point_c,18.67
1781244969.821,fruiting_score,95.4
1781244980.900,temperature_c,21.17
1781244980.900,humidity_pct,84.48
1781244980.900,co2_ppm,912.0
1781244980.900,vpd_kpa,0.39
1781244980.900,temperature_c,21.3
1781244980.900,humidity_pct,83.78
1781244980.900,co2_ppm,1245.4
1781244980.900,vpd_kpa,0.4107
1781244987.007,dew_point_c,18.42
1781244987.007,fruiting_score,93.1
1781244998.074,temperature_c,21.28
1781244998.074,humidity_pct,84.34
1781244998.074,co2_ppm,936.1
1781244998.074,vpd_kpa,0.3961
1781244998.074,temperature_c,21.43
1781244998.074,humidity_pct,84.42
1781244998.074,co2_ppm,1269.8
1781244998.074,vpd_kpa,0.3979
1781245004.198,dew_point_c,18.45
1781245004.198,fruiting_score,94.4
1781245015.265,temperature_c,21.27
1781245015.265,humidity_pct,84.6
1781245015.265,co2_ppm,955.3
1781245015.265,vpd_kpa,0.3894
1781245015.265,temperature_c,21.13
1781245015.265,humidity_pct,84.6
1781245015.265,co2_ppm,1282.9
1781245015.265,vpd_kpa,0.386
1781245021.381,dew_point_c,18.53
1781245021.381,fruiting_score,93.4
1781245032.486,temperature_c,21.24
1781245032.486,humidity_pct,84.1
1781245032.486,co2_ppm,968.5
1781245032.486,vpd_kpa,0.4014
1781245032.486,temperature_c,21.29
1781245032.486,humidity_pct,83.78
1781245032.486,co2_ppm,1294.1
1781245032.486,vpd_kpa,0.4106
1781245038.606,dew_point_c,18.57
1781245038.606,fruiting_score,93.0
1781245049.677,temperature_c,21.19
1781245049.677,humidity_pct,83.54
1781245049.677,co2_ppm,984.8
1781245049.677,vpd_kpa,0.4142
1781245049.677,temperature_c,21.13
1781245049.677,humidity_pct,84.29
1781245049.677,co2_ppm,1317.9
1781245049.677,vpd_kpa,0.3939
1781245055.803,dew_point_c,18.45
1781245055.803,fruiting_score,91.9
1781245066.899,temperature_c,21.04
1781245066.899,humidity_pct,84.8
1781245066.899,co2_ppm,995.0
1781245066.899,vpd_kpa,0.3788
1781245066.899,temperature_c,21.56
1781245066.899,humidity_pct,85.2
1781245066.899,co2_ppm,1330.4
1781245066.899,vpd_kpa,0.3807
1781245073.015,dew_point_c,18.29
1781245073.015,fruiting_score,90.2
1781245084.086,temperature_c,21.51
1781245084.086,humidity_pct,83.39
1781245084.086,co2_ppm,1010.5
1781245084.086,vpd_kpa,0.4261
1781245084.086,temperature_c,21.21
1781245084.086,humidity_pct,85.05
1781245084.086,co2_ppm,1349.7
1781245084.086,vpd_kpa,0.3765
1781245090.188,dew_point_c,18.38
1781245090.188,fruiting_score,91.6
1781245101.274,temperature_c,21.31
1781245101.274,humidity_pct,84.99
1781245101.274,co2_ppm,1018.3
1781245101.274,vpd_kpa,0.3806
1781245101.274,temperature_c,21.34
1781245101.274,humidity_pct,84.58
1781245101.274,co2_ppm,1360.8
1781245101.274,vpd_kpa,0.3917
1781245107.394,dew_point_c,18.58
1781245107.394,fruiting_score,88.9
1781245118.463,temperature_c,21.36
1781245118.463,humidity_pct,83.84
1781245118.463,co2_ppm,1023.4
1781245118.464,vpd_kpa,0.411
1781245118.464,temperature_c,21.2
1781245118.464,humidity_pct,85.07
1781245118.464,co2_ppm,1378.5
1781245118.464,vpd_kpa,0.3757
1781245124.583,dew_point_c,18.68
1781245124.583,fruiting_score,91.1
1781245135.656,temperature_c,21.18
1781245135.656,humidity_pct,84.97
1781245135.656,co2_ppm,1034.1
1781245135.656,vpd_kpa,0.3779
1781245135.656,temperature_c,21.09
1781245135.656,humidity_pct,85.06
1781245135.656,co2_ppm,1388.8
1781245135.656,vpd_kpa,0.3735
1781245141.776,dew_point_c,18.51
1781245141.776,fruiting_score,89.3
1781245152.846,temperature_c,21.07
1781245152.846,humidity_pct,84.86
1781245152.846,co2_ppm,1046.4
1781245152.846,vpd_kpa,0.3782
1781245152.846,temperature_c,21.44
1781245152.846,humidity_pct,84.28
1781245152.846,co2_ppm,1397.8
1781245152.846,vpd_kpa,0.4016
1781245158.966,dew_point_c,18.55
1781245158.966,fruiting_score,90.4
1781245170.040,temperature_c,21.27
1781245170.040,humidity_pct,84.9
1781245170.040,co2_ppm,1062.5
1781245170.040,vpd_kpa,0.3819
1781245170.040,temperature_c,20.99
1781245170.040,humidity_pct,84.16
1781245170.040,co2_ppm,1420.1
1781245170.040,vpd_kpa,0.3936
1781245176.153,dew_point_c,18.42
1781245176.153,fruiting_score,89.8
1781245187.228,temperature_c,21.03
1781245187.228,humidity_pct,84.53
1781245187.228,co2_ppm,1076.6
1781245187.228,vpd_kpa,0.3854
1781245187.228,temperature_c,21.22
1781245187.228,humidity_pct,83.88
1781245187.228,co2_ppm,1425.2
1781245187.228,vpd_kpa,0.4063
1781245193.373,dew_point_c,18.63
1781245193.373,fruiting_score,89.4
1781245204.447,temperature_c,21.25
1781245204.447,humidity_pct,84.37
1781245204.447,co2_ppm,1085.9
1781245204.447,vpd_kpa,0.3949
1781245204.448,temperature_c,21.31
1781245204.448,humidity_pct,83.52
1781245204.448,co2_ppm,1441.2
1781245204.448,vpd_kpa,0.4176
1781245210.564,dew_point_c,18.32
1781245210.564,fruiting_score,88.2
1781245221.632,temperature_c,21.2
1781245221.632,humidity_pct,83.49
1781245221.632,co2_ppm,1105.4
1781245221.632,vpd_kpa,0.4156
1781245221.632,temperature_c,21.44
1781245221.632,humidity_pct,84.58
1781245221.632,co2_ppm,1462.3
1781245221.632,vpd_kpa,0.3941
1781245227.749,dew_point_c,18.51
1781245227.749,fruiting_score,87.8
1781245238.832,temperature_c,21.4
1781245238.832,humidity_pct,84.48
1781245238.832,co2_ppm,1118.9
1781245238.832,vpd_kpa,0.3956
1781245238.832,temperature_c,21.35
1781245238.832,humidity_pct,85.73
1781245238.832,co2_ppm,1483.4
1781245238.832,vpd_kpa,0.3628
1781245244.936,dew_point_c,18.29
1781245244.936,fruiting_score,85.5
1781245256.013,temperature_c,21.14
1781245256.013,humidity_pct,83.53
1781245256.013,co2_ppm,1131.0
1781245256.013,vpd_kpa,0.4132
1781245256.013,temperature_c,21.32
1781245256.013,humidity_pct,85.04
1781245256.013,co2_ppm,1506.5
1781245256.013,vpd_kpa,0.3795
1781245265.470,dew_point_c,18.68
1781245265.470,fruiting_score,86.9
1781245276.569,temperature_c,21.42
1781245276.569,humidity_pct,83.13
1781245276.569,co2_ppm,1144.9
1781245276.569,vpd_kpa,0.4304
1781245276.569,temperature_c,21.37
1781245276.569,humidity_pct,84.39
1781245276.569,co2_ppm,1513.0
1781245276.569,vpd_kpa,0.3973
1781245282.692,dew_point_c,18.24
1781245282.692,fruiting_score,84.6
1781245293.770,temperature_c,21.08
1781245293.770,humidity_pct,83.64
1781245293.770,co2_ppm,1158.5
1781245293.770,vpd_kpa,0.4088
1781245293.770,temperature_c,21.63
1781245293.770,humidity_pct,83.46
1781245293.770,co2_ppm,1528.0
1781245293.770,vpd_kpa,0.4275
1781245299.875,dew_point_c,18.44
1781245299.875,fruiting_score,83.3
1781245311.009,temperature_c,21.19
1781245311.009,humidity_pct,83.59
1781245311.009,co2_ppm,1163.6
1781245311.009,vpd_kpa,0.4129
1781245311.009,temperature_c,21.23
1781245311.009,humidity_pct,85.0
1781245311.009,co2_ppm,1541.3
1781245311.009,vpd_kpa,0.3783
1781245317.131,dew_point_c,18.2
1781245317.131,fruiting_score,83.8
1781245328.199,temperature_c,21.03
1781245328.199,humidity_pct,85.32
1781245328.199,co2_ppm,1172.7
1781245328.200,vpd_kpa,0.3657
1781245328.200,temperature_c,21.31
1781245328.200,humidity_pct,84.19
1781245328.200,co2_ppm,1559.8
1781245328.200,vpd_kpa,0.4008
1781245334.306,dew_point_c,18.3
1781245334.306,fruiting_score,83.5
1781245345.385,temperature_c,21.16
1781245345.385,humidity_pct,84.86
1781245345.385,co2_ppm,1192.1
1781245345.385,vpd_kpa,0.3802
1781245345.385,temperature_c,21.49
1781245345.385,humidity_pct,84.02
1781245345.385,co2_ppm,1582.3
1781245345.385,vpd_kpa,0.4095
1781245351.499,dew_point_c,18.47
1781245351.499,fruiting_score,84.9
1781245362.568,temperature_c,21.08
1781245362.568,humidity_pct,83.55
1781245362.568,co2_ppm,1205.4
1781245362.568,vpd_kpa,0.4113
1781245362.568,temperature_c,21.44
1781245362.568,humidity_pct,84.31
1781245362.568,co2_ppm,1591.9
1781245362.568,vpd_kpa,0.4007
1781245368.703,dew_point_c,18.51
1781245368.703,fruiting_score,84.4
1781245379.769,temperature_c,21.33
1781245379.769,humidity_pct,84.78
1781245379.769,co2_ppm,1226.1
1781245379.769,vpd_kpa,0.3862
1781245379.769,temperature_c,21.11
1781245379.769,humidity_pct,83.93
1781245379.769,co2_ppm,1597.2
1781245379.769,vpd_kpa,0.4022
1781245385.906,dew_point_c,18.19
1781245385.906,fruiting_score,81.9
1781245396.990,temperature_c,21.46
1781245396.990,humidity_pct,83.51
1781245396.990,co2_ppm,1239.1
1781245396.990,vpd_kpa,0.4219
1781245396.990,temperature_c,21.38
1781245396.990,humidity_pct,84.1
1781245396.990,co2_ppm,663.2
1781245396.990,vpd_kpa,0.4047
1781245403.106,dew_point_c,18.66
1781245403.106,fruiting_score,83.1
1781245414.168,temperature_c,21.14
1781245414.168,humidity_pct,84.84
1781245414.168,co2_ppm,1258.3
1781245414.168,vpd_kpa,0.3803
1781245414.168,temperature_c,21.28
1781245414.168,humidity_pct,84.99
1781245414.168,co2_ppm,672.8
1781245414.168,vpd_kpa,0.3796
1781245420.288,dew_point_c,18.55
1781245420.288,fruiting_score,80.6
1781245431.358,temperature_c,21.32
1781245431.358,humidity_pct,83.71
1781245431.358,co2_ppm,1269.2
1781245431.358,vpd_kpa,0.4132
1781245431.358,temperature_c,21.32
1781245431.358,humidity_pct,83.43
1781245431.358,co2_ppm,690.8
1781245431.358,vpd_kpa,0.4201
1781245437.476,dew_point_c,18.49
1781245437.476,fruiting_score,81.8
1781245448.614,temperature_c,21.05
1781245448.614,humidity_pct,83.86
1781245448.614,co2_ppm,1281.7
1781245448.614,vpd_kpa,0.4024
1781245448.614,temperature_c,21.32
1781245448.614,humidity_pct,84.12
1781245448.614,co2_ppm,715.5
1781245448.614,vpd_kpa,0.4028
1781245454.713,dew_point_c,18.45
1781245454.713,fruiting_score,79.8
1781245465.778,temperature_c,21.04
1781245465.778,humidity_pct,83.11
1781245465.778,co2_ppm,1292.5
1781245465.778,vpd_kpa,0.421
1781245465.778,temperature_c,21.25
1781245465.778,humidity_pct,83.66
1781245465.778,co2_ppm,731.6
1781245465.778,vpd_kpa,0.4127
1781245471.903,dew_point_c,18.21
1781245471.903,fruiting_score,79.7
1781245482.976,temperature_c,21.37
1781245482.976,humidity_pct,84.73
1781245482.976,co2_ppm,1316.6
1781245482.976,vpd_kpa,0.3884
1781245482.976,temperature_c,21.2
1781245482.976,humidity_pct,84.65
1781245482.976,co2_ppm,745.1
1781245482.976,vpd_kpa,0.3866
1781245489.089,dew_point_c,18.06
1781245489.089,fruiting_score,77.8
1781245500.162,temperature_c,21.29
1781245500.162,humidity_pct,84.2
1781245500.162,co2_ppm,1339.1
1781245500.162,vpd_kpa,0.4001
1781245500.162,temperature_c,21.67
1781245500.162,humidity_pct,84.72
1781245500.162,co2_ppm,768.0
1781245500.162,vpd_kpa,0.3959
1781245506.264,dew_point_c,18.69
1781245506.264,fruiting_score,79.7
1781245517.342,temperature_c,21.25
1781245517.342,humidity_pct,83.68
1781245517.342,co2_ppm,1359.7
1781245517.342,vpd_kpa,0.4119
1781245517.342,temperature_c,21.25
1781245517.342,humidity_pct,84.46
1781245517.342,co2_ppm,773.4
1781245517.342,vpd_kpa,0.3926
1781245523.466,dew_point_c,18.51
1781245523.466,fruiting_score,78.2
1781245534.529,temperature_c,21.32
1781245534.529,humidity_pct,84.07
1781245534.529,co2_ppm,1375.5
1781245534.529,vpd_kpa,0.4041
1781245534.529,temperature_c,21.17
1781245534.529,humidity_pct,84.57
1781245534.529,co2_ppm,782.0
1781245534.529,vpd_kpa,0.3877
1781245540.644,dew_point_c,18.38
1781245540.644,fruiting_score,76.4
1781245551.720,temperature_c,21.17
1781245551.720,humidity_pct,83.25
1781245551.720,co2_ppm,1388.9
1781245551.720,vpd_kpa,0.4208
1781245551.720,temperature_c,21.53
1781245551.720,humidity_pct,83.97
1781245551.720,co2_ppm,802.6
1781245551.720,vpd_kpa,0.4118
1781245557.815,dew_point_c,18.52
1781245557.815,fruiting_score,76.6
1781245568.878,temperature_c,21.3
1781245568.878,humidity_pct,83.94
1781245568.878,co2_ppm,1413.3
1781245568.878,vpd_kpa,0.4067
1781245568.878,temperature_c,21.38
1781245568.878,humidity_pct,85.02
1781245568.878,co2_ppm,809.0
1781245568.878,vpd_kpa,0.3814
1781245574.996,dew_point_c,18.22
1781245574.996,fruiting_score,74.4
1781245586.067,temperature_c,21.39
1781245586.067,humidity_pct,84.55
1781245586.067,co2_ppm,1418.3
1781245586.067,vpd_kpa,0.3935
1781245586.067,temperature_c,21.44
1781245586.067,humidity_pct,84.01
1781245586.067,co2_ppm,821.2
1781245586.067,vpd_kpa,0.4084
1781245592.186,dew_point_c,18.47
1781245592.186,fruiting_score,74.9
1781245603.260,temperature_c,21.17
1781245603.260,humidity_pct,83.79
1781245603.260,co2_ppm,1424.3
1781245603.260,vpd_kpa,0.4075
1781245603.260,temperature_c,21.18
1781245603.260,humidity_pct,84.27
1781245603.260,co2_ppm,837.5
1781245603.260,vpd_kpa,0.3956
1781245609.361,dew_point_c,18.68
1781245609.361,fruiting_score,75.7
1781245620.431,temperature_c,21.14
1781245620.431,humidity_pct,84.87
1781245620.431,co2_ppm,1447.2
1781245620.431,vpd_kpa,0.3795
1781245620.431,temperature_c,21.62
1781245620.431,humidity_pct,84.57
1781245620.431,co2_ppm,860.2
1781245620.431,vpd_kpa,0.3985
1781245626.562,dew_point_c,18.32
1781245626.562,fruiting_score,74.2
1781245637.637,temperature_c,21.24
1781245637.637,humidity_pct,84.85
1781245637.637,co2_ppm,1462.0
1781245637.637,vpd_kpa,0.3825
1781245637.637,temperature_c,21.17
1781245637.637,humidity_pct,83.89
1781245637.637,co2_ppm,884.0
1781245637.637,vpd_kpa,0.4051
1781245643.762,dew_point_c,18.49
1781245643.762,fruiting_score,74.8
1781245654.835,temperature_c,21.27
1781245654.835,humidity_pct,84.28
1781245654.835,co2_ppm,1480.1
1781245654.835,vpd_kpa,0.3974
1781245654.835,temperature_c,21.25
1781245654.835,humidity_pct,84.06
1781245654.835,co2_ppm,890.1
1781245654.835,vpd_kpa,0.4025
1781245660.955,dew_point_c,18.59
1781245660.955,fruiting_score,74.3
1781245672.036,temperature_c,21.19
1781245672.036,humidity_pct,83.91
1781245672.036,co2_ppm,1500.0
1781245672.036,vpd_kpa,0.405
1781245672.036,temperature_c,21.52
1781245672.036,humidity_pct,85.64
1781245672.036,co2_ppm,903.1
1781245672.036,vpd_kpa,0.3688
1781245678.157,dew_point_c,18.51
1781245678.157,fruiting_score,73.0
1781245689.224,temperature_c,21.21
1781245689.224,humidity_pct,84.33
1781245689.224,co2_ppm,1513.3
1781245689.224,vpd_kpa,0.3947
1781245689.224,temperature_c,21.31
1781245689.224,humidity_pct,85.05
1781245689.224,co2_ppm,926.0
1781245689.224,vpd_kpa,0.3788
1781245695.444,dew_point_c,18.36
1781245695.444,fruiting_score,71.6
1781245706.529,temperature_c,21.18
1781245706.529,humidity_pct,85.01
1781245706.529,co2_ppm,1538.2
1781245706.529,vpd_kpa,0.3768
1781245706.529,temperature_c,21.41
1781245706.529,humidity_pct,83.62
1781245706.529,co2_ppm,943.3
1781245706.529,vpd_kpa,0.4178
1781245712.639,dew_point_c,18.46
1781245712.639,fruiting_score,71.7
1781245723.707,temperature_c,21.31
1781245723.707,humidity_pct,84.48
1781245723.707,co2_ppm,1562.5
1781245723.707,vpd_kpa,0.3935
1781245723.707,temperature_c,21.33
1781245723.707,humidity_pct,84.11
1781245723.707,co2_ppm,966.2
1781245723.707,vpd_kpa,0.4033
1781245729.881,dew_point_c,18.56
1781245729.881,fruiting_score,71.5
1781245740.960,temperature_c,21.6
1781245740.960,humidity_pct,84.76
1781245740.960,co2_ppm,1578.9
1781245740.960,vpd_kpa,0.3933
1781245740.960,temperature_c,21.59
1781245740.960,humidity_pct,84.76
1781245740.960,co2_ppm,972.6
1781245740.960,vpd_kpa,0.3931
1781245747.075,dew_point_c,18.59
1781245747.075,fruiting_score,70.1
1781245758.149,temperature_c,21.46
1781245758.149,humidity_pct,83.71
1781245758.149,co2_ppm,1597.3
1781245758.149,vpd_kpa,0.4166
1781245758.149,temperature_c,21.51
1781245758.149,humidity_pct,83.49
1781245758.149,co2_ppm,727.2
1781245758.149,vpd_kpa,0.4237
1781245764.298,dew_point_c,18.92
1781245764.298,fruiting_score,70.1
1781245775.362,temperature_c,21.7
1781245775.362,humidity_pct,85.12
1781245775.362,co2_ppm,671.8
1781245775.362,vpd_kpa,0.3864
1781245775.362,temperature_c,21.76
1781245775.362,humidity_pct,83.24
1781245775.362,co2_ppm,736.6
1781245775.362,vpd_kpa,0.4366
1781245781.484,dew_point_c,18.59
1781245781.484,fruiting_score,67.5
1781245792.567,temperature_c,21.52
1781245792.567,humidity_pct,84.47
1781245792.567,co2_ppm,680.8
1781245792.567,vpd_kpa,0.3985
1781245792.567,temperature_c,21.52
1781245792.567,humidity_pct,83.7
1781245792.567,co2_ppm,604.8
1781245792.567,vpd_kpa,0.4184
1781245798.687,dew_point_c,19.09
1781245798.687,fruiting_score,99.5
1781245809.757,temperature_c,21.34
1781245809.757,humidity_pct,83.83
1781245809.757,co2_ppm,701.4
1781245809.757,vpd_kpa,0.4104
1781245809.757,temperature_c,21.49
1781245809.757,humidity_pct,83.07
1781245809.757,co2_ppm,615.3
1781245809.757,vpd_kpa,0.4339
1781245815.860,dew_point_c,18.79
1781245815.860,fruiting_score,98.9
1781245826.934,temperature_c,21.22
1781245826.935,humidity_pct,82.95
1781245826.935,co2_ppm,710.7
1781245826.935,vpd_kpa,0.4297
1781245826.935,temperature_c,21.49
1781245826.935,humidity_pct,83.97
1781245826.935,co2_ppm,632.7
1781245826.935,vpd_kpa,0.411
1781245833.057,dew_point_c,18.49
1781245833.057,fruiting_score,97.7
1781245844.128,temperature_c,21.27
1781245844.128,humidity_pct,83.37
1781245844.128,co2_ppm,733.2
1781245844.128,vpd_kpa,0.4205
1781245844.128,temperature_c,21.55
1781245844.128,humidity_pct,83.84
1781245844.128,co2_ppm,612.5
1781245844.128,vpd_kpa,0.4155
1781245850.245,dew_point_c,18.21
1781245850.245,fruiting_score,95.9
1781245861.334,temperature_c,21.46
1781245861.334,humidity_pct,82.9
1781245861.334,co2_ppm,756.3
1781245861.334,vpd_kpa,0.4374
1781245861.334,temperature_c,21.33
1781245861.334,humidity_pct,83.9
1781245861.334,co2_ppm,620.7
1781245861.334,vpd_kpa,0.4086
1781245867.448,dew_point_c,18.34
1781245867.448,fruiting_score,96.7
1781245878.515,temperature_c,21.29
1781245878.515,humidity_pct,83.83
1781245878.515,co2_ppm,767.8
1781245878.515,vpd_kpa,0.4095
1781245878.515,temperature_c,21.4
1781245878.515,humidity_pct,83.1
1781245878.515,co2_ppm,639.1
1781245878.515,vpd_kpa,0.4308
1781245885.083,dew_point_c,18.43
1781245885.083,fruiting_score,95.8
1781245896.157,temperature_c,21.52
1781245896.157,humidity_pct,84.23
1781245896.157,co2_ppm,777.1
1781245896.157,vpd_kpa,0.4048
1781245896.157,temperature_c,21.36
1781245896.157,humidity_pct,84.48
1781245896.157,co2_ppm,654.7
1781245896.157,vpd_kpa,0.3948
1781245902.274,dew_point_c,18.44
1781245902.274,fruiting_score,97.7
1781245913.351,temperature_c,21.24
1781245913.351,humidity_pct,83.99
1781245913.351,co2_ppm,795.5
1781245913.351,vpd_kpa,0.4042
1781245913.351,temperature_c,21.66
1781245913.351,humidity_pct,84.02
1781245913.351,co2_ppm,677.2
1781245913.351,vpd_kpa,0.414
1781245919.452,dew_point_c,18.75
1781245919.452,fruiting_score,98.5
1781245930.525,temperature_c,21.23
1781245930.525,humidity_pct,84.3
1781245930.525,co2_ppm,801.9
1781245930.525,vpd_kpa,0.3961
1781245930.525,temperature_c,21.69
1781245930.525,humidity_pct,83.62
1781245930.525,co2_ppm,682.8
1781245930.525,vpd_kpa,0.4247
1781245936.647,dew_point_c,18.43
1781245936.647,fruiting_score,98.0
1781245947.794,temperature_c,21.43
1781245947.794,humidity_pct,83.79
1781245947.794,co2_ppm,811.5
1781245947.794,vpd_kpa,0.414
1781245947.794,temperature_c,21.46
1781245947.794,humidity_pct,82.93
